participant;task;stimuli;stem;affix;fs;length;zipf;r;g;b;ld;congruency;correct;type;key;accuracy;rt
23;ld;blueria;blu;eria;1;7;464.683.347;255;255;0;4;0;2;0;2;2;2064
23;ld;rosamento;rosa;mento;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;1419
23;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;255;255;2;1;2;0;1;2;2319
23;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;128;0;3;1;2;0;2;2;1508
23;ld;elemento;0;mento;3;8;3.877.559;0;0;255;0;2;1;1;1;1;917
23;ld;giallabile;giallo;abile;0;10;4.088.825.104;255;255;0;5;1;2;0;2;2;2406
23;ld;riconoscimento;0;mento;3;14;3.827.411;255;255;0;0;2;1;1;1;1;988
23;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;0;255;4;1;2;0;2;2;1080
23;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;255;255;255;4;1;2;0;2;2;829
23;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;255;4;0;2;0;2;2;1814
23;ld;tradimento;0;mento;3;10;4.077.132;255;255;255;0;2;1;1;1;1;725
23;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;128;0;4;0;2;0;2;2;1588
23;ld;stazione;0;zione;3;8;4.603.552;255;255;0;0;2;1;1;1;1;801
23;ld;giallismo;giallo;ismo;0;9;4.088.825.104;255;255;0;3;1;2;0;1;2;1580
23;ld;verdiere;verde;iere;0;8;4.586.948.127;0;153;0;3;1;2;0;2;2;1085
23;ld;colazione;0;zione;3;9;4.628.119;255;255;255;0;2;1;1;1;1;845
23;ld;preoccupazione;0;zione;3;14;390.901;255;0;255;0;2;1;1;1;1;753
23;ld;cambiamento;0;mento;3;11;4.248.779;0;153;0;0;2;1;1;1;1;671
23;ld;giallista;giallo;ista;0;9;4.088.825.104;255;255;0;4;1;2;0;1;2;1412
23;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;767
23;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;1573
23;ld;romanticismo;0;ismo;3;12;3.414.938;255;255;0;0;2;1;1;1;1;847
23;ld;arancionabile;arancione;abile;0;13;3.671.648.609;255;128;0;4;1;2;0;2;2;897
23;ld;artista;0;ista;3;7;4.298.981;255;255;0;0;2;1;1;1;1;611
23;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;1655
23;ld;direttore;0;tore;3;9;4.726.724;0;0;255;0;2;1;1;1;1;731
23;ld;gialliere;giallo;iere;0;9;4.088.825.104;0;0;255;4;0;2;0;2;2;1395
23;ld;probabile;0;abile;3;9;4.285.569;0;0;255;0;2;1;1;1;1;776
23;ld;roseria;rosa;eria;0;7;4.458.329.649;255;128;0;3;0;2;0;1;2;1742
23;ld;rososo;rosa;oso;0;6;4.458.329.649;0;0;255;3;0;2;0;2;2;860
23;ld;miseria;0;eria;3;7;4.172.289;255;128;0;0;2;1;1;1;1;697
23;ld;prezioso;0;oso;3;8;4.024.389;255;255;0;0;2;1;1;1;1;666
23;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;916
23;ld;biancozione;bianco;zione;1;11;4.744.381.459;0;153;0;5;0;2;0;2;2;1591
23;ld;bluiere;blu;iere;1;7;464.683.347;0;0;255;4;1;2;0;2;2;891
23;ld;altezza;0;ezza;3;7;4.458.447;255;255;0;0;2;1;1;1;1;678
23;ld;pericoloso;0;oso;3;10;4.697.022;255;255;0;0;2;1;1;1;1;696
23;ld;organismo;0;ismo;3;9;3.612.527;0;153;0;0;2;1;1;1;1;824
23;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;255;0;3;0;2;0;2;2;806
23;ld;differenza;0;enza;3;10;4.705.272;255;128;0;0;2;1;1;1;1;827
23;ld;giallenza;giallo;enza;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;824
23;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;707
23;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;1222
23;ld;bluiere;blu;iere;1;7;464.683.347;255;0;255;4;0;2;0;2;2;883
23;ld;bluzione;blu;zione;1;8;464.683.347;0;0;255;5;1;2;0;2;2;1070
23;ld;arancioniere;arancione;iere;0;12;3.671.648.609;255;128;0;3;1;2;0;2;2;782
23;ld;giallabile;giallo;abile;0;10;4.088.825.104;0;153;0;5;0;2;0;2;2;788
23;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;1131
23;ld;verdismo;verde;ismo;0;8;4.586.948.127;255;255;0;4;0;2;0;2;2;795
23;ld;dolcezza;0;ezza;3;8;4.313.303;255;0;255;0;2;1;1;1;1;736
23;ld;verderia;verde;eria;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;776
23;ld;intelligenza;0;enza;3;12;4.017.322;255;255;0;0;2;1;1;1;1;847
23;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;1797
23;ld;blueria;blu;eria;1;7;464.683.347;0;0;255;4;1;2;0;2;2;760
23;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;768
23;ld;verdetore;verde;tore;1;9;4.586.948.127;0;153;0;4;1;2;0;2;2;1287
23;ld;verdenza;verde;enza;2;8;4.586.948.127;255;128;0;3;0;2;0;2;2;1123
23;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;1;1;931
23;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;0;255;5;0;2;0;2;2;1698
23;ld;verderia;verde;eria;2;8;4.586.948.127;255;0;255;3;0;2;0;1;2;1236
23;ld;blumento;blu;mento;1;8;464.683.347;0;0;255;5;1;2;0;2;2;934
23;ld;verdoso;verde;oso;0;7;4.586.948.127;0;0;255;3;0;2;0;2;2;743
23;ld;bluenza;blu;enza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;622
23;ld;adorabile;0;abile;3;9;4.286.616;255;255;0;0;2;1;1;1;1;820
23;ld;nervoso;0;oso;3;7;4.431.597;0;153;0;0;2;1;1;1;1;697
23;ld;rososo;rosa;oso;0;6;4.458.329.649;255;0;255;3;1;2;0;2;2;1103
23;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;1379
23;ld;verdemento;verde;mento;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;1088
23;ld;verdezione;verde;zione;1;10;4.586.948.127;0;153;0;5;1;2;0;2;2;963
23;ld;mestiere;0;iere;3;8;4.111.307;255;255;255;0;2;1;1;1;1;753
23;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;255;255;4;1;2;0;2;2;1255
23;ld;famoso;0;oso;3;6;4.374.478;255;255;0;0;2;1;1;1;1;1067
23;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;0;255;5;0;2;0;2;2;1984
23;ld;giallenza;giallo;enza;0;9;4.088.825.104;0;153;0;4;0;2;0;2;2;787
23;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;0;255;4;0;2;0;2;2;1082
23;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;1478
23;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;255;255;4;0;2;0;2;2;1246
23;ld;giallotore;giallo;tore;1;10;4.088.825.104;255;255;0;4;1;2;0;2;2;1897
23;ld;chiacchiere;0;iere;3;11;420.376;255;0;255;0;2;1;1;1;1;1755
23;ld;verdenza;verde;enza;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;800
23;ld;tempismo;0;ismo;3;8;3.847.979;255;255;0;0;2;1;1;1;1;1019
23;ld;cacciatore;0;tore;3;10;4.056.323;0;0;255;0;2;1;1;1;1;794
23;ld;giallomento;giallo;mento;1;11;4.088.825.104;0;0;255;5;0;2;0;2;2;1001
23;ld;giallismo;giallo;ismo;0;9;4.088.825.104;0;0;255;3;0;2;0;1;2;1125
23;ld;terrorismo;0;ismo;3;10;3.733.749;255;128;0;0;2;1;1;1;1;742
23;ld;roseria;rosa;eria;0;7;4.458.329.649;255;0;255;3;1;2;0;1;2;1021
23;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;1;2;3706
23;ld;scegliere;0;iere;3;9;4.608.976;255;128;0;0;2;1;1;1;1;762
23;ld;imperatore;0;tore;3;10;4.058.391;0;0;255;0;2;1;1;1;1;680
23;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;1696
23;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;0;0;255;4;0;2;0;1;2;1365
23;ld;verdezza;verde;ezza;2;8;4.586.948.127;255;255;0;3;0;2;0;2;2;952
23;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;2;2;1338
23;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;255;255;3;0;2;0;2;2;1812
23;ld;rivista;0;ista;3;7;4.188.528;255;128;0;0;2;1;1;1;1;702
23;ld;affidabile;0;abile;3;10;3.781.431;255;128;0;0;2;1;1;1;1;791
23;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;2502
23;ld;giallotore;giallo;tore;1;10;4.088.825.104;0;0;255;4;0;2;0;2;2;877
23;ld;arancionabile;arancione;abile;0;13;3.671.648.609;0;153;0;4;0;2;0;1;2;1680
23;ld;rosista;rosa;ista;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;1105
23;ld;scienza;0;enza;3;7;4.291.638;0;0;255;0;2;1;1;1;1;829
23;ld;maniere;0;iere;3;7;3.905.672;0;153;0;0;2;1;1;1;1;690
23;ld;gialliere;giallo;iere;0;9;4.088.825.104;255;255;0;4;1;2;0;1;2;2898
23;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;255;255;4;0;2;0;2;2;2235
23;ld;bluista;blu;ista;1;7;464.683.347;255;0;255;4;0;2;0;2;2;811
23;ld;colpevolezza;0;ezza;3;12;3.502.677;255;255;255;0;2;1;1;1;1;766
23;ld;movimento;0;mento;3;9;4.407.221;0;153;0;0;2;1;1;1;1;695
23;ld;togliere;0;iere;3;8;4.328.594;0;153;0;0;2;1;1;1;1;1106
23;ld;dentista;0;ista;3;8;3.943.356;255;255;0;0;2;1;1;1;1;476
23;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;255;255;4;0;2;0;1;2;542
23;ld;verdabile;verde;abile;0;9;4.586.948.127;0;153;0;4;1;2;0;2;2;1037
23;ld;arancionezione;arancione;zione;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;1210
23;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;1695
23;ld;bellezza;0;ezza;3;8;4.508.569;0;153;0;0;2;1;1;1;1;687
23;ld;bluista;blu;ista;1;7;464.683.347;0;0;255;4;1;2;0;2;2;1034
23;ld;situazione;0;zione;3;10;5.027.247;0;153;0;0;2;1;1;1;1;717
23;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;0;255;4;1;2;0;2;2;815
23;ld;riposo;0;oso;3;6;4.324.781;255;255;0;0;2;1;1;1;1;770
23;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;825
23;ld;bluabile;blu;abile;1;8;464.683.347;255;0;255;5;0;2;0;2;2;718
23;ld;operazione;0;zione;3;10;4.682.565;255;0;255;0;2;1;1;1;1;711
23;ld;pazienza;0;enza;3;8;435.019;0;153;0;0;2;1;1;1;1;1417
23;ld;esperimento;0;mento;3;11;4.124.157;0;0;255;0;2;1;1;1;1;1316
23;ld;verdetore;verde;tore;1;9;4.586.948.127;255;255;255;4;0;2;0;2;2;1065
23;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;0;153;0;4;0;2;0;2;2;1492
23;ld;senatore;0;tore;3;8;4.291.294;255;255;255;0;2;1;1;1;1;665
23;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;0;255;2;0;2;0;2;2;739
23;ld;materia;0;eria;3;7;4.023.113;255;255;255;0;2;1;1;1;1;2051
23;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;128;0;2;0;2;0;2;2;702
23;ld;rosezza;rosa;ezza;0;7;4.458.329.649;0;153;0;3;0;2;0;2;2;847
23;ld;infermiere;0;iere;3;10;4.035.711;255;255;0;0;2;1;1;1;1;643
23;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;0;255;3;0;2;0;2;2;717
23;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;856
23;ld;lotteria;0;eria;3;8;3.801.051;255;255;0;0;2;1;1;1;1;548
23;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;255;0;2;1;2;0;1;2;429
23;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;128;0;4;1;2;0;2;2;1503
23;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;3857
23;ld;giallista;giallo;ista;0;9;4.088.825.104;255;0;255;4;0;2;0;1;2;3016
23;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;128;0;5;0;2;0;2;2;1922
23;ld;verdezione;verde;zione;1;10;4.586.948.127;255;255;0;5;0;2;0;2;2;1115
23;ld;schifoso;0;oso;3;8;4.051.261;255;255;0;0;2;1;1;1;1;2243
23;ld;bluzione;blu;zione;1;8;464.683.347;255;255;0;5;0;2;0;2;2;2029
23;ld;biancozione;bianco;zione;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;1112
23;ld;bluoso;blu;oso;1;6;464.683.347;255;0;255;3;0;2;0;2;2;2345
23;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;255;255;5;1;2;0;1;2;3535
23;ld;umorismo;0;ismo;3;8;3.959.561;255;255;0;0;2;1;1;1;1;1140
23;ld;rosamento;rosa;mento;1;9;4.458.329.649;0;0;255;5;0;2;0;2;2;900
23;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;128;0;4;1;2;0;2;2;3158
23;ld;verdabile;verde;abile;0;9;4.586.948.127;255;255;0;4;0;2;0;2;2;2042
23;ld;verdiere;verde;iere;0;8;4.586.948.127;255;0;255;3;0;2;0;2;2;1181
24;ld;miseria;0;eria;3;7;4.172.289;255;128;0;0;2;1;1;1;1;654
24;ld;giallenza;giallo;enza;0;9;4.088.825.104;0;153;0;4;0;2;0;2;2;808
24;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;802
24;ld;altezza;0;ezza;3;7;4.458.447;255;255;0;0;2;1;1;1;1;627
24;ld;dolcezza;0;ezza;3;8;4.313.303;255;0;255;0;2;1;1;1;1;722
24;ld;gialliere;giallo;iere;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;681
24;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;825
24;ld;rosezza;rosa;ezza;0;7;4.458.329.649;0;153;0;3;0;2;0;2;2;1101
24;ld;verdismo;verde;ismo;0;8;4.586.948.127;255;255;0;4;0;2;0;2;2;776
24;ld;biancozione;bianco;zione;1;11;4.744.381.459;255;255;255;5;1;2;0;2;2;875
24;ld;imperatore;0;tore;3;10;4.058.391;0;0;255;0;2;1;1;1;1;740
24;ld;bluiere;blu;iere;1;7;464.683.347;255;0;255;4;0;2;0;2;2;799
24;ld;rosazione;rosa;zione;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;816
24;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;1835
24;ld;famoso;0;oso;3;6;4.374.478;255;255;0;0;2;1;1;1;1;790
24;ld;emergenza;0;enza;3;9;4.604.809;255;255;0;0;2;1;1;1;1;657
24;ld;arancionabile;arancione;abile;0;13;3.671.648.609;0;153;0;4;0;2;0;2;2;783
24;ld;arancioniere;arancione;iere;0;12;3.671.648.609;0;0;255;3;0;2;0;2;2;843
24;ld;direttore;0;tore;3;9;4.726.724;0;0;255;0;2;1;1;1;1;809
24;ld;gialliere;giallo;iere;0;9;4.088.825.104;0;0;255;4;0;2;0;2;2;909
24;ld;batteria;0;eria;3;8;4.046.745;255;255;0;0;2;1;1;1;1;679
24;ld;pazienza;0;enza;3;8;435.019;0;153;0;0;2;1;1;1;1;686
24;ld;chiacchiere;0;iere;3;11;420.376;255;0;255;0;2;1;1;1;1;689
24;ld;roseria;rosa;eria;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;1199
24;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;255;255;4;0;2;0;2;2;895
24;ld;scegliere;0;iere;3;9;4.608.976;255;128;0;0;2;1;1;1;1;675
24;ld;differenza;0;enza;3;10;4.705.272;255;128;0;0;2;1;1;1;1;643
24;ld;artista;0;ista;3;7;4.298.981;255;255;0;0;2;1;1;1;1;612
24;ld;rosezza;rosa;ezza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;628
24;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;255;255;4;1;2;0;2;2;737
24;ld;verderia;verde;eria;2;8;4.586.948.127;255;0;255;3;0;2;0;2;2;708
24;ld;giallomento;giallo;mento;1;11;4.088.825.104;0;0;255;5;0;2;0;2;2;755
24;ld;senatore;0;tore;3;8;4.291.294;255;255;255;0;2;1;1;1;1;670
24;ld;blumento;blu;mento;1;8;464.683.347;255;255;255;5;0;2;0;2;2;743
24;ld;tradimento;0;mento;3;10;4.077.132;255;255;255;0;2;1;1;1;1;867
24;ld;verdemento;verde;mento;1;10;4.586.948.127;255;128;0;5;0;2;0;2;2;732
24;ld;arancionoso;arancione;oso;0;11;3.671.648.609;255;128;0;3;1;2;0;2;2;737
24;ld;rososo;rosa;oso;0;6;4.458.329.649;0;0;255;3;0;2;0;2;2;675
24;ld;eufemismo;0;ismo;3;9;3.344.738;255;128;0;0;2;1;1;1;1;694
24;ld;arancionezione;arancione;zione;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;756
24;ld;bianchista;bianco;ista;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;1135
24;ld;bellezza;0;ezza;3;8;4.508.569;0;153;0;0;2;1;1;1;1;587
24;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;255;255;4;0;2;0;2;2;609
24;ld;maniere;0;iere;3;7;3.905.672;0;153;0;0;2;1;1;1;1;896
24;ld;organismo;0;ismo;3;9;3.612.527;0;153;0;0;2;1;1;1;1;923
24;ld;bluezza;blu;ezza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;1136
24;ld;rosamento;rosa;mento;1;9;4.458.329.649;0;0;255;5;0;2;0;2;2;659
24;ld;rosamento;rosa;mento;1;9;4.458.329.649;255;0;255;5;1;2;0;2;2;744
24;ld;riconoscimento;0;mento;3;14;3.827.411;255;255;0;0;2;1;1;1;1;863
24;ld;dottore;0;tore;3;7;5.216.434;255;255;0;0;2;1;1;1;1;646
24;ld;arancionismo;arancione;ismo;0;12;3.671.648.609;0;153;0;4;0;2;0;2;2;787
24;ld;giallista;giallo;ista;0;9;4.088.825.104;255;255;0;4;1;2;0;2;2;955
24;ld;giallomento;giallo;mento;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;751
24;ld;biancoso;bianco;oso;2;8;4.744.381.459;255;0;255;2;0;2;0;2;2;790
24;ld;arancionabile;arancione;abile;0;13;3.671.648.609;255;128;0;4;1;2;0;2;2;930
24;ld;riposo;0;oso;3;6;4.324.781;255;255;0;0;2;1;1;1;1;675
24;ld;giallotore;giallo;tore;1;10;4.088.825.104;255;255;0;4;1;2;0;2;2;685
24;ld;bianchiere;bianco;iere;0;10;4.744.381.459;255;128;0;5;0;2;0;2;2;1454
24;ld;bluismo;blu;ismo;1;7;464.683.347;0;153;0;4;0;2;0;2;2;754
24;ld;verdezza;verde;ezza;2;8;4.586.948.127;255;255;0;3;0;2;0;2;2;630
24;ld;bluoso;blu;oso;1;6;464.683.347;0;0;255;3;1;2;0;2;2;809
24;ld;rosabile;rosa;abile;2;8;4.458.329.649;255;0;255;4;1;2;0;2;2;663
24;ld;giallista;giallo;ista;0;9;4.088.825.104;255;0;255;4;0;2;0;2;2;574
24;ld;bluabile;blu;abile;1;8;464.683.347;0;0;255;5;1;2;0;2;2;1520
24;ld;rivista;0;ista;3;7;4.188.528;255;128;0;0;2;1;1;1;1;1151
24;ld;verdista;verde;ista;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;1176
24;ld;romanticismo;0;ismo;3;12;3.414.938;255;255;0;0;2;1;1;1;1;909
24;ld;verdoso;verde;oso;0;7;4.586.948.127;0;153;0;3;1;2;0;2;2;1162
24;ld;cambiamento;0;mento;3;11;4.248.779;0;153;0;0;2;1;1;1;1;663
24;ld;terrorismo;0;ismo;3;10;3.733.749;255;128;0;0;2;1;1;1;1;646
24;ld;bluista;blu;ista;1;7;464.683.347;255;0;255;4;0;2;0;2;2;627
24;ld;bluenza;blu;enza;1;7;464.683.347;255;255;0;4;0;2;0;2;2;792
24;ld;arancionezza;arancione;ezza;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;690
24;ld;biancotore;bianco;tore;1;10;4.744.381.459;255;128;0;4;0;2;0;2;2;574
24;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;0;255;5;0;2;0;2;2;742
24;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;128;0;2;0;2;0;2;2;854
24;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;128;0;4;1;2;0;2;2;612
24;ld;preoccupazione;0;zione;3;14;390.901;255;0;255;0;2;1;1;1;1;591
24;ld;verdezione;verde;zione;1;10;4.586.948.127;255;255;0;5;0;2;0;2;2;746
24;ld;responsabile;0;abile;3;12;4.671.002;255;255;0;0;2;1;1;1;1;771
24;ld;arancionenza;arancione;enza;2;12;3.671.648.609;255;128;0;3;1;2;0;2;2;576
24;ld;bianchenza;bianco;enza;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;640
24;ld;umorismo;0;ismo;3;8;3.959.561;255;255;0;0;2;1;1;1;1;674
24;ld;verdenza;verde;enza;2;8;4.586.948.127;255;128;0;3;0;2;0;2;2;563
24;ld;verdista;verde;ista;0;8;4.586.948.127;255;0;255;4;0;2;0;2;2;1136
24;ld;biancabile;bianco;abile;0;10;4.744.381.459;255;255;255;5;1;2;0;2;2;669
24;ld;affidabile;0;abile;3;10;3.781.431;255;128;0;0;2;1;1;1;1;640
24;ld;scienza;0;enza;3;7;4.291.638;0;0;255;0;2;1;1;1;1;674
24;ld;intelligenza;0;enza;3;12;4.017.322;255;255;0;0;2;1;1;1;1;641
24;ld;verdetore;verde;tore;1;9;4.586.948.127;0;153;0;4;1;2;0;2;2;704
24;ld;verdiere;verde;iere;0;8;4.586.948.127;0;153;0;3;1;2;0;2;2;724
24;ld;arancionezione;arancione;zione;1;14;3.671.648.609;0;153;0;5;0;2;0;2;2;783
24;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;0;255;3;1;2;0;2;2;725
24;ld;mestiere;0;iere;3;8;4.111.307;255;255;255;0;2;1;1;1;1;660
24;ld;improbabile;0;abile;3;11;3.853.209;255;255;0;0;2;1;1;1;1;684
24;ld;instabile;0;abile;3;9;3.770.707;255;128;0;0;2;1;1;1;1;797
24;ld;segreteria;0;eria;3;10;4.070.592;255;128;0;0;2;1;1;1;1;555
24;ld;rosenza;rosa;enza;0;7;4.458.329.649;255;255;0;3;0;2;0;2;2;606
24;ld;elemento;0;mento;3;8;3.877.559;0;0;255;0;2;1;1;1;1;643
24;ld;biancozione;bianco;zione;1;11;4.744.381.459;0;153;0;5;0;2;0;2;2;581
24;ld;situazione;0;zione;3;10;5.027.247;0;153;0;0;2;1;1;1;1;762
24;ld;investigatore;0;tore;3;13;399.267;255;128;0;0;2;1;1;1;1;622
24;ld;operazione;0;zione;3;10;4.682.565;255;0;255;0;2;1;1;1;1;532
24;ld;materia;0;eria;3;7;4.023.113;255;255;255;0;2;1;1;1;1;601
24;ld;bluiere;blu;iere;1;7;464.683.347;0;0;255;4;1;2;0;2;2;612
24;ld;togliere;0;iere;3;8;4.328.594;0;153;0;0;2;1;1;1;1;624
24;ld;bianchismo;bianco;ismo;0;10;4.744.381.459;255;255;255;4;1;2;0;2;2;668
24;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;128;0;5;0;2;0;2;2;889
24;ld;bluismo;blu;ismo;1;7;464.683.347;0;0;255;4;1;2;0;1;2;626
24;ld;bluoso;blu;oso;1;6;464.683.347;255;0;255;3;0;2;0;2;2;997
24;ld;arancionista;arancione;ista;0;12;3.671.648.609;255;0;255;4;0;2;0;2;2;765
24;ld;schifoso;0;oso;3;8;4.051.261;255;255;0;0;2;1;1;1;1;896
24;ld;gialleria;giallo;eria;0;9;4.088.825.104;255;255;255;4;0;2;0;2;2;1076
24;ld;rosatore;rosa;tore;1;8;4.458.329.649;255;0;255;4;1;2;0;2;2;624
24;ld;arancioniere;arancione;iere;0;12;3.671.648.609;255;128;0;3;1;2;0;2;2;545
24;ld;bluabile;blu;abile;1;8;464.683.347;255;0;255;5;0;2;0;2;2;852
24;ld;colpevolezza;0;ezza;3;12;3.502.677;255;255;255;0;2;1;1;1;1;813
24;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;128;0;4;0;2;0;2;2;584
24;ld;esperimento;0;mento;3;11;4.124.157;0;0;255;0;2;1;1;1;1;703
24;ld;giallozione;giallo;zione;1;11;4.088.825.104;255;255;0;5;1;2;0;2;2;613
24;ld;bluezza;blu;ezza;1;7;464.683.347;255;0;255;4;0;2;0;2;2;610
24;ld;rosismo;rosa;ismo;0;7;4.458.329.649;255;255;255;4;0;2;0;2;2;489
24;ld;biancomento;bianco;mento;1;11;4.744.381.459;255;0;255;5;0;2;0;2;2;859
24;ld;rosiere;rosa;iere;0;7;4.458.329.649;255;0;255;4;1;2;0;2;2;626
24;ld;prezioso;0;oso;3;8;4.024.389;255;255;0;0;2;1;1;1;1;582
24;ld;verdismo;verde;ismo;0;8;4.586.948.127;0;153;0;4;1;2;0;2;2;606
24;ld;arancioneria;arancione;eria;2;12;3.671.648.609;255;255;0;3;0;2;0;2;2;556
24;ld;blutore;blu;tore;1;7;464.683.347;255;128;0;4;0;2;0;2;2;657
24;ld;arancionetore;arancione;tore;1;13;3.671.648.609;255;255;255;4;0;2;0;2;2;642
24;ld;rosista;rosa;ista;0;7;4.458.329.649;255;255;255;3;0;2;0;2;2;443
24;ld;arancionemento;arancione;mento;1;14;3.671.648.609;255;128;0;5;1;2;0;2;2;1957
24;ld;movimento;0;mento;3;9;4.407.221;0;153;0;0;2;1;1;1;1;853
24;ld;verderia;verde;eria;2;8;4.586.948.127;0;153;0;3;1;2;0;2;2;1066
24;ld;musicista;0;ista;3;9;3.718.553;0;153;0;0;2;1;1;1;1;715
24;ld;bluenza;blu;enza;1;7;464.683.347;0;0;255;4;1;2;0;2;2;658
24;ld;gialloso;giallo;oso;2;8;4.088.825.104;255;255;0;2;1;2;0;2;2;723
24;ld;colazione;0;zione;3;9;4.628.119;255;255;255;0;2;1;1;1;1;585
24;ld;giallismo;giallo;ismo;0;9;4.088.825.104;255;255;0;3;1;2;0;2;2;1223
24;ld;giallabile;giallo;abile;0;10;4.088.825.104;0;153;0;5;0;2;0;2;2;689
24;ld;blueria;blu;eria;1;7;464.683.347;0;0;255;4;1;2;0;2;2;1186
24;ld;giornalista;0;ista;3;11;4.241.496;255;0;255;0;2;1;1;1;1;818
24;ld;verdoso;verde;oso;0;7;4.586.948.127;0;0;255;3;0;2;0;2;2;692
24;ld;blueria;blu;eria;1;7;464.683.347;255;255;0;4;0;2;0;2;2;771
